# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr  4 02:11:39 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmaxstr < 0.1
# CONSTRAINT:  and pl_radjstr > 1
# CONSTRAINT:  and pl_bmassjstr > 0.36)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,hostname,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rastr,ra,decstr,dec
WASP-150 b,WASP-150,2020,5.64420700000,0.00000300000,-0.00000400000,0,0.0694000000,0.0011000000,-0.0008000000,0,1.07000000,0.02400000,-0.02500000,0,8.46000000,0.28000000,-0.20000000,0,Mass,8.540000,0.660000,-0.620000,0,0.377500,0.003800,-0.002900,0,854.7074,,,0,1460.00,11.00,-11.00,0,84.01000,0.25000,-0.20000,0,F8,6218.00,49.00,-45.00,0,1.651000,0.024000,-0.030000,0,1.394000,0.070000,-0.049000,0,0.1560,0.1000,-0.0890,0,[Fe/H],0.55826,0.00871,-0.00888,0,4.147000,0.027000,-0.020000,0,2.9500,0.2290,-0.2290,0,0.619000,0.045000,-0.035000,0,8.8200,0.9500,-0.9500,0,,,,,17h37m03.12s,264.2630197,+53d01m16.59s,53.0212751
WASP-153 b,WASP-153,2017,3.33260900000,0.00000200000,-0.00000200000,0,0.0480000000,0.0010000000,-0.0010000000,0,1.55000000,0.10000000,-0.08000000,0,0.39000000,0.02000000,-0.02000000,0,Mass,0.150000,0.030000,-0.030000,0,0.009000,,,1,1400.0000,200.0000,-100.0000,0,1700.00,40.00,-40.00,0,84.10000,0.70000,-0.70000,0,G0,5914.00,64.00,-64.00,0,1.730000,0.100000,-0.090000,0,1.336000,0.086000,-0.086000,0,0.3400,0.1100,-0.1100,0,[Fe/H],0.45958,0.01100,-0.01129,0,4.100000,0.060000,-0.060000,0,4.0000,0.8000,-0.8000,0,0.370000,0.060000,-0.040000,0,5.1900,0.9500,-0.9500,0,,,,,18h37m02.99s,279.2624729,+40d01m07.29s,40.0186905
WASP-155 b,WASP-155,2025,3.11041300000,0.00000100000,-0.00000100000,0,0.0430000000,0.0020000000,-0.0020000000,0,1.20000000,0.06000000,-0.06000000,0,0.87100000,0.18000000,-0.18000000,0,Mass,0.620000,0.170000,-0.170000,0,0.000000,,,0,771.0000,119.0000,-119.0000,0,1468.00,76.00,-76.00,0,86.70000,0.29000,-0.29000,0,,5660.00,100.00,-100.00,0,1.240000,0.060000,-0.060000,0,1.090000,0.070000,-0.070000,0,0.0000,0.3000,-0.3000,0,[Fe/H],0.14142,0.01457,-0.02164,0,4.300000,0.500000,-0.500000,0,1.7000,0.8000,-0.8000,0,0.803000,0.014000,-0.011000,0,,,,,,,,,23h11m55.13s,347.9797230,+33d02m51.41s,33.0476125
WASP-158 b,WASP-158,2018,3.65633300000,0.00000400000,-0.00000400000,0,0.0517000000,0.0018000000,-0.0018000000,0,1.07000000,0.15000000,-0.15000000,0,2.79000000,0.23000000,-0.23000000,0,Mass,3.100000,0.700000,-1.000000,0,0.000000,,,0,903.0130,,,0,1590.00,80.00,-80.00,0,87.70000,1.50000,-1.50000,0,F6 V,6350.00,150.00,-150.00,0,1.390000,0.180000,-0.180000,0,1.380000,0.140000,-0.140000,0,0.2400,0.1000,-0.1000,0,,0.48338,0.01431,-0.01479,0,4.300000,0.050000,-0.110000,0,1.9300,0.9300,-0.9300,0,0.750000,0.110000,-0.240000,0,9.3000,1.3000,-1.3000,0,,,,,00h16m35.12s,4.1463468,-10d58m35.12s,-10.9764226
WASP-159 b,WASP-159,2018,3.84040100000,0.00000700000,-0.00000700000,0,0.0538000000,0.0015000000,-0.0015000000,0,1.38000000,0.09000000,-0.09000000,0,0.55000000,0.08000000,-0.08000000,0,Mass,0.280000,0.050000,-0.050000,0,0.000000,,,0,1599.9200,,,0,1850.00,50.00,-50.00,0,88.10000,1.40000,-1.40000,0,F9,6120.00,140.00,-140.00,0,2.110000,0.100000,-0.100000,0,1.410000,0.120000,-0.120000,0,0.2200,0.1200,-0.1200,0,,0.67800,0.01186,-0.01219,0,3.940000,0.040000,-0.040000,0,3.4000,0.9500,-0.9500,0,0.210000,0.030000,-0.030000,0,5.7000,0.4000,-0.4000,0,,,,,04h32m32.76s,68.1364792,-38d58m05.87s,-38.9682973
WASP-16 b,WASP-16,2009,3.11860000000,0.00001400000,-0.00001400000,0,0.0415000000,0.0007700000,-0.0007700000,0,1.22000000,0.10000000,-0.10000000,0,1.24000000,0.25000000,-0.25000000,0,Mass,0.572000,0.044000,-0.044000,0,0.000000,,,0,481.9170,,,0,1389.00,24.00,-24.00,0,85.22000,0.35000,-0.35000,0,,5700.00,150.00,-150.00,0,1.140000,0.090000,-0.090000,0,1.780000,0.540000,-0.540000,0,0.0100,,,0,[Fe/H],0.01005,0.00585,-0.00593,0,4.490000,0.040000,-0.040000,0,8.6000,3.4000,-2.8000,0,1.680000,0.300000,-0.300000,0,3.2000,0.9000,-0.9000,0,,,,,14h18m43.92s,214.6830109,-20d16m31.57s,-20.2754374
WASP-161 b,WASP-161,2018,5.40604250000,0.00000480000,-0.00000480000,0,0.0673000000,0.0023000000,-0.0023000000,0,1.14300000,0.06500000,-0.05800000,0,2.49000000,0.21000000,-0.21000000,0,Mass,2.200000,0.290000,-0.290000,0,,,,,990.0000,250.0000,-190.0000,0,1557.00,34.00,-29.00,0,89.01000,0.69000,-1.00000,0,,6400.00,100.00,-100.00,0,1.712000,0.083000,-0.072000,0,1.390000,0.140000,-0.140000,0,0.1600,0.0900,-0.0900,0,[Fe/H],0.64738,0.05159,-0.04969,0,4.111000,0.023000,-0.033000,0,,,,,0.398000,0.018000,-0.038000,0,18.0000,0.8000,-0.8000,0,,,,,08h25m21.08s,126.3378248,-11d30m03.56s,-11.5009889
WASP-163 b,WASP-163,2018,1.60968840000,0.00000150000,-0.00000150000,0,0.0266000000,0.0014000000,-0.0014000000,0,1.20200000,0.09700000,-0.09700000,0,1.87000000,0.21000000,-0.21000000,0,Mass,1.420000,0.310000,-0.230000,0,,,,,1200.0000,330.0000,-330.0000,0,1638.00,68.00,-68.00,0,85.42000,1.10000,-0.85000,0,,5500.00,200.00,-200.00,0,1.015000,0.071000,-0.074000,0,0.970000,0.150000,-0.150000,0,-0.3400,0.2100,-0.2100,0,[Fe/H],-0.07572,0.09275,-0.09820,0,4.411000,0.042000,-0.040000,0,,,,,1.300000,0.200000,-0.100000,0,5.0000,,,1,,,,,17h06m09.01s,256.5375549,-10d24m46.83s,-10.4130071
WASP-164 b,WASP-164,2018,1.77712550000,0.00000280000,-0.00000280000,0,0.0281800000,0.0006500000,-0.0007200000,0,1.12800000,0.04100000,-0.04300000,0,2.13000000,0.12000000,-0.13000000,0,Mass,1.960000,0.200000,-0.170000,0,0.000000,,,0,1043.2122,,,0,1610.00,58.00,-53.00,0,82.73000,0.22000,-0.21000,0,G2 V,5806.00,190.00,-200.00,0,0.932000,0.028000,-0.030000,0,0.946000,0.067000,-0.071000,0,-0.0100,0.1900,-0.2000,0,[Fe/H],-0.06732,0.00783,-0.00798,0,4.456450,0.084122,-0.084122,0,4.0800,2.3800,-2.3800,0,1.642000,0.100000,-0.094000,0,,,,,,,,,22h59m29.66s,344.8735878,-60d26m52.15s,-60.4478194
WASP-165 b,WASP-165,2018,3.46550900000,0.00002300000,-0.00002300000,0,0.0482300000,0.0009100000,-0.0009200000,0,1.26000000,0.19000000,-0.17000000,0,0.65800000,0.09700000,-0.09200000,0,Mass,0.440000,0.250000,-0.150000,0,0.000000,,,0,1373.5324,,,0,1624.00,93.00,-89.00,0,84.90000,2.50000,-1.70000,0,G6,5599.00,150.00,-150.00,0,1.750000,0.180000,-0.180000,0,1.248000,0.072000,-0.070000,0,0.3300,0.1300,-0.1300,0,[Fe/H],0.42831,0.02493,-0.02645,0,3.930000,0.090000,-0.090000,0,4.7700,0.9200,-0.9200,0,0.328000,0.130000,-0.083000,0,,,,,,,,,23h50m19.36s,357.5806472,-17d04m39.34s,-17.0775947
WASP-167 b,WASP-167,2017,2.02195960000,0.00000060000,-0.00000060000,0,0.0365000000,0.0006000000,-0.0006000000,0,1.58000000,0.05000000,-0.05000000,0,8.00000000,,,1,Mass,,,,,,,,,3208.4100,,,0,2329.00,64.00,-64.00,0,79.90000,0.30000,-0.30000,0,F1 V,7000.00,250.00,-250.00,0,1.790000,0.050000,-0.050000,0,1.590000,0.080000,-0.080000,0,0.1000,0.1000,-0.1000,0,[Fe/H],0.89734,0.01423,-0.01471,0,4.130000,0.020000,-0.020000,0,1.2900,0.3600,-0.2700,0,0.390000,0.030000,-0.030000,0,49.9400,0.0400,-0.0400,0,1.81000,,,1,13h04m10.51s,196.0437932,-35d32m58.31s,-35.5495292
WASP-168 b,WASP-168,2018,4.15365800000,0.00000300000,-0.00000300000,0,0.0519000000,0.0008000000,-0.0008000000,0,1.50000000,0.50000000,-0.30000000,0,0.42000000,0.04000000,-0.04000000,0,Mass,0.160000,0.130000,-0.090000,0,0.000000,,,0,278.8860,,,0,1340.00,40.00,-40.00,0,84.40000,0.60000,-0.60000,0,F9 V,6000.00,100.00,-100.00,0,1.120000,0.060000,-0.060000,0,1.080000,0.050000,-0.050000,0,-0.0100,0.0900,-0.0900,0,,0.15518,0.00499,-0.00505,0,4.370000,0.050000,-0.050000,0,3.9600,1.7700,-1.7700,0,1.100000,0.200000,-0.200000,0,0.3000,0.1000,-0.1000,0,,,,,06h26m58.71s,96.7446427,-46d49m16.91s,-46.8213635
WASP-169 b,WASP-169,2019,5.61141180000,0.00000920000,-0.00000920000,0,0.0681000000,0.0014000000,-0.0014000000,0,1.30400000,0.15000000,-0.07300000,0,0.56100000,0.06100000,-0.06100000,0,Mass,0.330000,0.074000,-0.094000,0,0.000000,,,0,1486.8579,,,0,1604.00,74.00,-42.00,0,87.90000,1.40000,-2.00000,0,F8,6110.00,101.00,-101.00,0,2.011000,0.188000,-0.089000,0,1.337000,0.083000,-0.083000,0,0.0600,0.0700,-0.0700,0,[Fe/H],0.78882,0.01453,-0.01503,0,3.958000,0.033000,-0.076000,0,3.8020,0.7790,-0.7790,0,0.234000,0.027000,-0.055000,0,4.3000,0.9000,-0.9000,0,,,,,08h29m32.94s,127.3872297,-12d56m41.17s,-12.9447683
WASP-17 b,WASP-17,2009,3.73543000000,0.00000800000,-0.00000800000,0,0.0515000000,0.0003400000,-0.0003400000,0,1.87000000,0.24000000,-0.24000000,0,0.78000000,0.23000000,-0.23000000,0,Mass,0.082000,0.006400,-0.006400,0,0.000000,,,0,1292.1900,,,0,1755.00,28.00,-28.00,0,86.63000,0.42000,-0.42000,0,F4,6550.00,100.00,-100.00,0,1.490000,0.190000,-0.190000,0,2.280000,0.990000,-0.990000,0,-0.2500,,,0,[Fe/H],0.61272,0.03190,-0.03196,0,4.200000,0.200000,-0.200000,0,2.6500,0.2500,-0.2500,0,0.980000,0.200000,-0.200000,0,9.9200,0.4000,-0.4500,0,,,,,15h59m50.94s,239.9622479,-28d03m42.46s,-28.0617941
WASP-170 b,WASP-170,2018,2.34478022000,0.00000360000,-0.00000360000,0,0.0337000000,0.0018000000,-0.0018000000,0,1.09600000,0.08500000,-0.08500000,0,1.60000000,0.20000000,-0.20000000,0,Mass,1.600000,0.320000,-0.250000,0,,,,,680.0000,170.0000,-180.0000,0,1422.00,42.00,-42.00,0,84.87000,0.28000,-0.28000,0,,5600.00,150.00,-150.00,0,0.938000,0.056000,-0.061000,0,0.930000,0.150000,-0.150000,0,0.2200,0.0900,-0.0900,0,[Fe/H],-0.11351,0.07255,-0.08715,0,4.466000,0.031000,-0.031000,0,,,,,1.580000,0.130000,-0.110000,0,5.6000,1.0000,-1.0000,0,,,,,09h01m39.91s,135.4163028,-20d43m13.33s,-20.7203686
WASP-172 b,WASP-172,2018,5.47743300000,0.00000700000,-0.00000700000,0,0.0694000000,0.0011000000,-0.0011000000,0,1.57000000,0.10000000,-0.10000000,0,0.47000000,0.10000000,-0.10000000,0,Mass,0.160000,0.050000,-0.050000,0,0.000000,,,0,1506.5000,,,0,1740.00,60.00,-60.00,0,86.70000,1.10000,-1.10000,0,F1 V,6900.00,140.00,-140.00,0,1.910000,0.100000,-0.100000,0,1.490000,0.070000,-0.070000,0,-0.1000,0.0800,-0.0800,0,,0.93444,0.01621,-0.01684,0,4.050000,0.050000,-0.050000,0,1.7900,0.2800,-0.2800,0,0.300000,0.060000,-0.060000,0,13.7000,1.0000,-1.0000,0,7.00000,0.70000,-0.70000,0,13h17m44.10s,199.4337420,-47d14m15.27s,-47.2375748
WASP-173 A b,WASP-173 A,2018,1.38665318000,0.00000027000,-0.00000027000,0,0.0248000000,0.0006000000,-0.0006000000,0,1.20000000,0.06000000,-0.06000000,0,3.69000000,0.18000000,-0.18000000,0,Mass,2.840000,0.370000,-0.370000,0,0.000000,,,0,1920.0000,290.0000,-170.0000,0,1880.00,55.00,-55.00,0,85.20000,1.10000,-1.10000,0,G3,5800.00,140.00,-140.00,0,1.110000,0.050000,-0.050000,0,1.050000,0.080000,-0.080000,0,0.1600,0.1400,-0.1400,0,,0.08279,0.06023,-0.04536,0,4.370000,0.030000,-0.030000,0,6.7800,2.9300,-2.9300,0,1.100000,0.100000,-0.100000,0,6.1000,0.3000,-0.3000,0,8.40000,1.10000,-1.10000,0,23h36m40.49s,354.1686959,-34d36m40.70s,-34.6113042
WASP-175 b,WASP-175,2019,3.06529070000,0.00000110000,-0.00000160000,0,0.0440300000,0.0005500000,-0.0005500000,0,1.20800000,0.08100000,-0.08100000,0,0.99000000,0.13000000,-0.13000000,0,Mass,0.740000,0.200000,-0.150000,0,0.000000,,,0,649.4290,,,0,1571.00,49.00,-49.00,0,85.33000,0.62000,-0.62000,0,F7,6229.00,100.00,-100.00,0,1.204000,0.064000,-0.064000,0,1.212000,0.045000,-0.045000,0,0.1500,0.0690,-0.0690,0,[Fe/H],0.78882,0.01453,-0.01503,0,4.359000,0.045000,-0.045000,0,1.7450,0.9950,-0.9950,0,0.977000,0.176000,-0.133000,0,4.0000,,,1,,,,,11h05m16.51s,166.3187996,-34d07m21.88s,-34.1227453
WASP-176 b,WASP-176,2020,3.89905200000,0.00000500000,-0.00000500000,0,0.0535000000,0.0010000000,-0.0019000000,0,1.50500000,0.05000000,-0.04500000,0,0.85500000,0.07200000,-0.06900000,0,Mass,0.310000,0.042000,-0.042000,0,0.000000,,,0,1703.2413,,,0,1721.00,28.00,-21.00,0,86.70000,1.30000,-1.10000,0,F9,5941.00,77.00,-79.00,0,1.925000,0.047000,-0.044000,0,1.345000,0.080000,-0.130000,0,0.1640,0.0810,-0.0820,0,[Fe/H],0.61653,0.01340,-0.01383,0,3.995000,0.037000,-0.053000,0,4.8100,0.1910,-0.1910,0,0.371000,0.042000,-0.045000,0,3.8000,1.0000,-1.0000,0,,,,,20h54m44.95s,313.6872928,+09d10m44.65s,9.1790688
WASP-177 b,WASP-177,2019,3.07172200000,0.00000100000,-0.00000100000,0,0.0395700000,0.0005800000,-0.0005800000,0,1.58000000,0.66000000,-0.36000000,0,0.50800000,0.03800000,-0.03800000,0,Mass,0.172000,0.203000,-0.110000,0,,,,,279.7736,,,0,1142.00,32.00,-32.00,0,84.14000,0.66000,-0.83000,0,K2,5017.00,70.00,-70.00,0,0.885000,0.046000,-0.046000,0,0.876000,0.038000,-0.038000,0,0.2500,0.0400,-0.0400,0,[Fe/H],-0.41167,0.00731,-0.00743,0,4.486000,0.049000,-0.037000,0,9.7000,3.9000,-3.9000,0,1.780000,0.320000,-0.210000,0,1.8000,1.0000,-1.0000,0,,,,,22h19m11.28s,334.7969885,-01d50m03.95s,-1.8344301
WASP-178 b,WASP-178,2019,3.34482850000,0.00000120000,-0.00000120000,0,0.0558000000,0.0010000000,-0.0010000000,0,1.81000000,0.09000000,-0.09000000,0,1.66000000,0.12000000,-0.12000000,0,Mass,0.370000,0.070000,-0.070000,0,0.000000,,,0,5550.0000,1250.0000,-630.0000,0,2470.00,60.00,-60.00,0,85.70000,0.60000,-0.60000,0,A1 IV-V,9360.00,150.00,-150.00,0,1.670000,0.070000,-0.070000,0,2.070000,0.110000,-0.110000,0,0.2100,0.1600,-0.1600,0,[Fe/H],1.21484,0.09051,-0.05049,0,4.310000,0.040000,-0.040000,0,0.4300,0.3100,-0.2500,0,0.620000,0.070000,-0.070000,0,8.2000,0.6000,-0.6000,0,,,,,15h09m04.88s,227.2703290,-42d42m17.88s,-42.7049658
WASP-18 b,WASP-18,2009,0.94145223000,0.00000024000,-0.00000024000,0,0.0202400000,0.0002900000,-0.0003100000,0,1.24000000,0.07900000,-0.07900000,0,10.20000000,0.35000000,-0.35000000,0,Mass,6.600000,1.200000,-1.100000,0,0.005100,0.007000,-0.003700,0,5805.0000,808.0000,-639.0000,0,2429.00,77.00,-70.00,0,83.50000,2.00000,-1.60000,0,F6 IV-V,6432.00,48.00,-48.00,0,1.319000,0.061000,-0.062000,0,1.294000,0.063000,-0.061000,0,0.1070,0.0800,-0.0800,0,[Fe/H],0.42813,0.04316,-0.04432,0,4.310000,0.036000,-0.033000,0,1.5700,1.4000,-0.9400,0,0.795000,0.110000,-0.089000,0,11.0000,1.5000,-1.5000,0,,,,,01h37m25.07s,24.3544618,-45d40m40.06s,-45.6777937
WASP-180 A b,WASP-180 A,2019,3.40926400000,0.00000100000,-0.00000100000,0,0.0480000000,0.0010000000,-0.0010000000,0,1.24000000,0.04000000,-0.04000000,0,0.90000000,0.10000000,-0.10000000,0,Mass,0.610000,0.070000,-0.070000,0,0.000000,,,0,918.3877,,,0,1540.00,40.00,-40.00,0,88.10000,0.10000,-0.10000,0,F7 V,6600.00,200.00,-200.00,0,1.190000,0.060000,-0.060000,0,1.300000,0.100000,-0.100000,0,0.1000,0.2000,-0.2000,0,[Fe/H],0.31533,0.00776,-0.00790,0,4.420000,0.010000,-0.010000,0,1.2000,1.0000,-1.0000,0,1.170000,0.010000,-0.010000,0,19.9000,0.6000,-0.6000,0,3.30000,,,1,08h13m34.14s,123.3922465,-01d58m58.03s,-1.9827874
WASP-183 b,WASP-183,2019,4.11177710000,0.00000510000,-0.00000510000,0,0.0463200000,0.0007500000,-0.0007500000,0,1.47000000,0.94000000,-0.33000000,0,0.50200000,0.04700000,-0.04700000,0,Mass,0.210000,0.240000,-0.160000,0,,,,,268.7176,,,0,1111.00,30.00,-30.00,0,85.37000,0.61000,-0.88000,0,G9,5313.00,72.00,-72.00,0,0.871000,0.038000,-0.038000,0,0.784000,0.038000,-0.038000,0,-0.3100,0.0400,-0.0400,0,[Fe/H],-0.20873,0.00828,-0.00844,0,4.452000,0.043000,-0.043000,0,14.9000,1.7000,-1.7000,0,1.680000,0.240000,-0.240000,0,1.0000,1.0000,-1.0000,0,,,,,10h55m09.32s,163.7888521,-00d44m13.44s,-0.7370663
WASP-184 b,WASP-184,2019,5.18170000000,0.00001000000,-0.00001000000,0,0.0627000000,0.0012000000,-0.0012000000,0,1.33000000,0.09000000,-0.09000000,0,0.57000000,0.10000000,-0.10000000,0,Mass,0.320000,0.090000,-0.090000,0,0.000000,,,0,669.0180,,,0,1480.00,50.00,-50.00,0,86.90000,1.10000,-1.10000,0,G0 V,6000.00,100.00,-100.00,0,1.650000,0.090000,-0.090000,0,1.230000,0.070000,-0.070000,0,0.1200,0.0800,-0.0800,0,[Fe/H],0.50133,0.01605,-0.01667,0,4.090000,0.050000,-0.050000,0,4.7000,1.1000,-1.1000,0,0.380000,0.070000,-0.070000,0,4.5000,1.1000,-1.1000,0,,,,,13h58m04.08s,209.5170100,-30d20m53.35s,-30.3481530
WASP-185 b,WASP-185,2019,9.38755000000,0.00002000000,-0.00002000000,0,0.0904000000,0.0017000000,-0.0017000000,0,1.25000000,0.08000000,-0.08000000,0,0.98000000,0.06000000,-0.06000000,0,Mass,0.660000,0.160000,-0.160000,0,0.240000,0.040000,-0.040000,0,662.3252,,,0,1160.00,35.00,-35.00,0,86.80000,0.30000,-0.30000,0,G0 V,5900.00,100.00,-100.00,0,1.500000,0.080000,-0.080000,0,1.120000,0.060000,-0.060000,0,-0.0200,0.0600,-0.0600,0,[Fe/H],0.41219,0.00749,-0.00762,0,4.130000,0.050000,-0.050000,0,6.6000,1.6000,-1.6000,0,0.470000,0.080000,-0.080000,0,2.8000,0.9000,-0.9000,0,,,,,14h16m14.30s,214.0595791,-19d32m32.30s,-19.5423062
