# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr  4 02:38:59 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmax < 5
# CONSTRAINT:  and pl_bmassj > 0.36)
# CONSTRAINT:  order by pl_radj asc, pl_orbsmax desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,hostname,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rastr,ra,decstr,dec
V830 Tau b,V830 Tau,2016,4.92700000000,0.00800000000,-0.00800000000,0,0.0570000000,0.0010000000,-0.0010000000,0,14.00000000,,,0,1.25000000,,,0,0.70000000,0.12000000,-0.12000000,0,Mass,0.446000,,,0,0.000000,,,0,,,,,,,,,55.00000,10.00000,-10.00000,0,,4250.00,50.00,-50.00,0,2.000000,0.200000,-0.200000,0,1.000000,0.050000,-0.050000,0,-0.0800,0.0600,-0.0600,0,[M/H],0.08000,0.10000,-0.10000,0,,,,,0.0022,,,0,,,,,30.5000,0.5000,-0.5000,0,2.74100,,,0,04h33m10.04s,68.2918259,+24d33m42.93s,24.5619241
XO-4 b,XO-4,2010,4.12508000000,0.00000400000,-0.00000400000,0,0.0552400000,0.0002700000,-0.0002800000,0,14.01125000,0.89672000,-0.89672000,0,1.25000000,0.08000000,-0.08000000,0,1.42000000,0.19000000,-0.19000000,0,Mass,0.830000,0.100000,-0.088000,0,0.000000,,,0,1112.2700,,,0,1630.00,169.00,-36.00,0,88.80000,0.60000,-0.60000,0,F5 V,6397.00,70.00,-70.00,0,1.450000,0.090000,-0.090000,0,1.100000,0.220000,-0.220000,0,-0.0400,,,0,[Fe/H],0.53558,0.00674,-0.00685,0,4.180000,0.030000,-0.030000,0,2.1000,0.6000,-0.6000,0,0.500000,0.020000,-0.020000,0,8.8000,0.5000,-0.5000,0,,,,,07h21m33.13s,110.3880285,+58d16m05.19s,58.2681094
OGLE-TR-10 b,OGLE-TR-10,2004,3.10127800000,,,0,0.0434000000,0.0013000000,-0.0015000000,0,14.01100000,1.56900000,-1.34500000,0,1.25000000,0.14000000,-0.12000000,0,0.62000000,0.14000000,-0.14000000,0,Mass,0.400000,0.180000,-0.120000,0,0.000000,,,0,,,,,1702.00,54.00,-54.00,0,90.00000,0.00000,-3.90000,0,G2 V,5950.00,130.00,-130.00,0,1.170000,0.130000,-0.110000,0,1.140000,0.100000,-0.120000,0,0.2800,0.1000,-0.1000,0,[Fe/H],0.18800,0.12600,-0.12300,0,4.358000,0.064000,-0.082000,0,3.1000,3.3000,-0.7000,0,0.509000,0.089000,-0.089000,0,7.7000,0.1000,-0.1000,0,,,,,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758
HD 83443 b,HD 83443,2002,2.98562800000,0.00000500000,-0.00000500000,0,0.0406000000,0.0004000000,-0.0004000000,0,14.10000000,,,0,1.25000000,,,0,0.40200000,0.00800000,-0.00800000,0,Msini,0.250000,,,0,0.012000,0.007000,-0.006000,0,,,,,,,,,,,,,K0 V,5442.00,17.00,-17.00,0,0.940000,0.020000,-0.020000,0,1.000000,0.030000,-0.030000,0,0.3400,0.0300,-0.0300,0,[Fe/H],-0.10403,0.00110,-0.00111,0,4.390000,0.040000,-0.040000,0,2.6400,2.4900,-2.4900,0,1.320000,0.280000,-0.280000,0,1.3000,0.5000,-0.5000,0,35.30000,,,0,09h37m11.86s,144.2994103,-43d16m21.80s,-43.2727210
HIP 86221 b,HIP 86221,2021,2.22400000000,0.00040000000,-0.00050000000,0,0.0310000000,,,0,14.00000000,,,0,1.25000000,,,0,0.71000000,,,0,Msini,0.452000,,,0,0.086000,,,0,,,,,,,,,,,,,K5 V,,,,,,,,,0.790000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h37m10.77s,264.2948750,+27d53m47.01s,27.8963910
HATS-29 b,HATS-29,2016,4.60587490000,0.00000630000,-0.00000630000,0,0.0547500000,0.0008800000,-0.0008800000,0,14.02245900,0.68374900,-0.68374900,0,1.25100000,0.06100000,-0.06100000,0,0.65300000,0.06300000,-0.06300000,0,Mass,0.411000,0.060000,-0.060000,0,0.158000,,,1,356.0000,93.0000,-87.0000,0,1212.00,30.00,-30.00,0,87.37000,0.34000,-0.34000,0,G,5670.00,110.00,-110.00,0,1.073000,0.038000,-0.038000,0,1.032000,0.049000,-0.049000,0,0.1600,0.0800,-0.0800,0,[Fe/H],0.02938,0.04980,-0.05626,0,4.389000,0.027000,-0.027000,0,5.5000,2.6000,-1.7000,0,1.170000,0.110000,-0.110000,0,2.3500,0.8000,-0.8000,0,25.70000,4.16000,-4.71000,0,19h00m23.16s,285.0965172,-54d53m36.03s,-54.8933408
HATS-55 b,HATS-55,2019,4.20420010000,0.00000330000,-0.00000330000,0,0.0541200000,0.0001400000,-0.0001800000,0,14.02245900,0.29143400,-0.29143400,0,1.25100000,0.02600000,-0.02600000,0,0.92100000,0.07600000,-0.07600000,0,Mass,0.587000,0.062000,-0.062000,0,0.092000,,,1,355.9090,,,0,1367.00,10.00,-10.00,0,86.32000,0.08400,-0.08400,0,,6214.00,36.00,-36.00,0,1.126000,0.011000,-0.011000,0,1.195500,0.009100,-0.011900,0,0.1080,0.0460,-0.0300,0,[Fe/H],0.22891,0.01363,-0.01407,0,4.412100,0.007000,-0.007000,0,0.4000,0.2900,-0.1300,0,1.179000,0.029000,-0.029000,0,5.0100,0.1500,-0.1500,0,,,,,07h37m08.01s,114.2833819,-32d45m19.51s,-32.7554188
Qatar-2 b,Qatar-2,2011,1.33711647000,0.00000026000,-0.00000026000,0,0.0215300000,0.0002000000,-0.0002000000,0,14.05600000,0.14600000,-0.14600000,0,1.25400000,0.01300000,-0.01300000,0,2.49400000,0.05400000,-0.05400000,0,Mass,1.573000,0.029000,-0.029000,0,0.000000,,,0,,,,,1344.00,14.00,-14.00,0,86.12000,0.08000,-0.08000,0,,4645.00,50.00,-50.00,0,0.776000,0.008000,-0.008000,0,0.743000,0.021000,-0.021000,0,0.0200,0.0800,-0.0800,0,[M/H],-0.68320,0.02544,-0.02149,0,4.530000,0.005000,-0.005000,0,5.0000,,,0,2.241000,0.023000,-0.023000,0,3.2800,0.0400,-0.0400,0,18.00000,0.20000,-0.20000,0,13h50m37.32s,207.6554928,-06d48m14.66s,-6.8040714
TOI-150.01,TOI-150,2019,5.85748700000,0.00008900000,-0.00009700000,0,0.0703700000,0.0008700000,-0.0008800000,0,14.06729500,0.23538900,-0.21297100,0,1.25500000,0.02100000,-0.01900000,0,2.51000000,0.12000000,-0.12000000,0,Mass,1.680000,0.120000,-0.120000,0,0.262000,0.045000,-0.037000,0,750.9220,,,0,1404.50,7.10,-6.50,0,88.09000,0.98000,-0.68000,0,F,6255.00,90.00,-90.00,0,1.526000,0.012000,-0.012000,0,1.351000,0.038000,-0.026000,0,0.2800,0.0360,-0.0360,0,[Fe/H],0.49651,0.04469,-0.03909,0,4.130000,0.009000,-0.009000,0,2.3460,0.4250,-0.9010,0,0.533200,0.014400,-0.016500,0,7.9600,0.2790,-0.2790,0,,,,,07h31m51.70s,112.9654210,-73d36m21.73s,-73.6060358
TOI-858 B b,TOI-858 B,2023,3.27971780000,0.00000140000,-0.00000140000,0,0.0443500000,0.0010000000,-0.0009800000,0,14.06727078,0.43715025,-0.43715025,0,1.25500000,0.03900000,-0.03900000,0,1.10000000,0.08000000,-0.07000000,0,Mass,0.690000,0.087000,-0.073000,0,0.150000,,,1,908.9000,55.8000,-52.9000,0,1529.00,23.00,-22.00,0,86.80000,0.50000,-0.44000,0,G0,5842.00,84.00,-79.00,0,1.308000,0.037000,-0.038000,0,1.081000,0.076000,-0.070000,0,0.1530,0.0910,-0.0910,0,[Fe/H],0.25285,0.02246,-0.02062,0,4.238000,0.038000,-0.035000,0,6.8000,2.9000,-2.5000,0,0.680000,0.079000,-0.064000,0,5.8000,0.2500,-0.2500,0,,,,,04h00m47.96s,60.1998256,-54d35m34.50s,-54.5929177
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,2022,,,,,3.4900000000,1.1700000000,-1.1200000000,0,14.10000000,,,0,1.26000000,,,0,0.57000000,0.36000000,-0.31000000,0,Mass,0.355000,,,0,,,,,,,,,,,,,,,,,M,,,,,,,,,0.520000,0.330000,-0.290000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h47m50.68s,266.9611667,-33d56m06.16s,-33.9350444
HD 105779 b,HD 105779,2022,2412.00000000000,55.00000000000,-52.00000000000,0,3.3800000000,0.0500000000,-0.0500000000,0,14.10000000,,,0,1.26000000,,,0,0.64000000,0.06000000,-0.06000000,0,Msini,0.399000,,,0,0.000000,,,0,,,,,,,,,,,,,G2,5792.00,16.00,-16.00,0,0.940000,0.020000,-0.020000,0,0.890000,0.010000,-0.010000,0,-0.2500,0.0100,-0.0100,0,[Fe/H],-0.10791,0.02172,-0.02286,0,4.360000,0.030000,-0.030000,0,7.5400,1.3000,-1.3000,0,1.718437,0.339372,-0.339344,0,2.0000,0.1000,-0.1000,0,,,,,12h10m38.69s,182.6612053,-16d57m23.37s,-16.9564908
HD 11964 b,HD 11964,2005,1945.00000000000,26.00000000000,-26.00000000000,0,3.1600000000,0.1900000000,-0.1900000000,0,14.10000000,,,0,1.26000000,,,0,0.62200000,0.05600000,-0.05600000,0,Msini,0.388000,,,0,0.041000,0.047000,-0.047000,0,,,,,,,,,,,,,G9 V CN+1,5303.00,116.97,-94.09,0,2.009710,0.104251,-0.088864,0,0.910000,0.123927,-0.105744,0,0.1000,0.1000,-0.1000,0,[M/H],0.45905,0.00696,-0.01135,0,3.790840,0.086301,-0.069076,0,7.4500,0.7300,-0.7300,0,0.158056,0.040489,-0.028225,0,2.7400,0.5000,-0.5000,0,,,,,01h57m09.22s,29.2884252,-10d14m36.49s,-10.2434693
GJ 9773 b,GJ 9773,2025,2965.00000000000,41.00000000000,-37.00000000000,0,2.9210000000,0.0450000000,-0.0450000000,0,14.20000000,,,0,1.26000000,,,0,0.54300000,0.01600000,-0.01600000,0,Msini,0.331000,,,0,0.218000,0.020000,-0.020000,0,,,,,,,,,,,,,M3.0 V,3528.00,25.00,-25.00,0,0.362000,0.005000,-0.005000,0,0.358000,0.011000,-0.011000,0,-0.2000,0.0900,-0.0900,0,[Fe/H],-1.73666,0.09487,-0.12156,0,4.846740,0.002270,-0.002270,0,,,,,9.547823,0.341085,-0.341085,0,2.0000,,,1,56.00000,8.00000,-8.00000,0,22h12m36.06s,333.1502333,+08d33m01.21s,8.5503355
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,2017,,,,,2.6000000000,0.5000000000,-0.7000000000,0,14.10000000,,,0,1.26000000,,,0,0.64000000,0.35000000,-0.31000000,0,Mass,0.392000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.460000,0.260000,-0.230000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h52m30.37s,268.1265560,-30d17m33.7s,-30.2926941
HIP 14810 d,HIP 14810,2009,981.80000000000,6.90000000000,-6.90000000000,0,1.9400000000,0.1300000000,-0.1300000000,0,14.10000000,,,0,1.26000000,,,0,0.59000000,0.10000000,-0.10000000,0,Msini,0.368000,,,0,0.185000,0.035000,-0.035000,0,,,,,,,,,,,,,G5,5544.00,,,0,1.070000,0.080000,-0.080000,0,1.010000,0.190000,-0.190000,0,0.2400,,,0,[Fe/H],-0.01000,0.06000,-0.06000,0,4.320000,0.010000,-0.010000,0,5.8400,2.4200,-2.4200,0,1.277783,0.270560,-0.243550,0,0.5400,0.5000,-0.5000,0,,,,,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302
BEBOP-3 b,BEBOP-3,2025,547.00000000000,6.20000000000,-7.60000000000,0,1.4440000000,0.0170000000,-0.0170000000,0,14.20000000,,,0,1.26000000,,,0,0.55800000,0.05100000,-0.04800000,0,Msini,0.340000,,,0,0.247000,0.077000,-0.089000,0,,,,,,,,,,,,,,6033.00,100.00,-100.00,0,1.414000,0.017000,-0.017000,0,1.083000,0.026000,-0.026000,0,-0.0200,0.1000,-0.1000,0,[Fe/H],0.38321,0.01408,-0.01339,0,4.203000,0.017000,-0.017000,0,,,,,0.559791,0.125530,-0.116748,0,2.0000,0.6600,-0.6600,0,,,,,07h23m36.64s,110.9026550,+79d07m56.62s,79.1323952
Gaia22dkvL b,Gaia22dkvL,2024,,,,,1.4000000000,0.7700000000,-0.3400000000,0,14.10000000,,,0,1.26000000,,,0,0.59100000,0.15200000,-0.05200000,0,Mass,0.368000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.145000,0.155000,-0.078000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10h07m04.56s,151.7690000,-66d10m51.20s,-66.1808889
TOI-1669 b,TOI-1669,2023,500.00000000000,13.00000000000,-13.00000000000,0,1.2700000000,0.0300000000,-0.0300000000,0,14.10000000,,,0,1.26000000,,,0,0.60095321,0.07865880,-0.07551244,0,Msini,0.374000,,,0,0.000000,,,0,,,,,,,,,,,,,,5497.00,73.00,-72.00,0,1.056100,0.018800,-0.018300,0,0.986700,0.032200,-0.030900,0,0.2740,0.0590,-0.0600,0,[Fe/H],-0.03574,0.02385,-0.02374,0,4.382000,0.024000,-0.023000,0,7.7000,2.2000,-2.1000,0,1.168800,0.084400,-0.075100,0,0.6000,1.0000,-1.0000,0,,,,,03h03m49.55s,45.9564744,+83d35m14.74s,83.5874273
HD 31253 b,HD 31253,2010,466.00000000000,3.00000000000,-3.00000000000,0,1.2600000000,0.0200000000,-0.0200000000,0,14.10000000,,,0,1.26000000,,,0,0.62000000,0.12000000,-0.12000000,0,Msini,0.386000,,,0,0.300000,0.200000,-0.200000,0,,,,,,,,,,,,,F8,6130.00,22.00,-22.00,0,1.750000,0.040000,-0.040000,0,1.700000,0.250000,-0.250000,0,0.1700,,,0,[Fe/H],0.51667,0.05760,-0.06642,0,4.180000,0.060000,-0.060000,0,3.0000,,,0,0.255720,0.066542,-0.052757,0,3.8000,0.5000,-0.5000,0,,,,,04h54m43.75s,73.6822877,+12d21m07.24s,12.3520103
HD 44219 b,HD 44219,2010,472.00000000000,3.00000000000,-4.00000000000,0,1.2600000000,0.0200000000,-0.0700000000,0,14.10000000,,,0,1.26000000,,,0,0.58000000,0.09000000,-0.08000000,0,Mass,0.361000,,,0,0.410000,0.120000,-0.140000,0,,,,,,,,,90.00000,,,0,G3 V,5752.00,16.00,-16.00,0,1.320000,0.070000,-0.070000,0,1.200000,0.060000,-0.060000,0,0.0300,0.0100,-0.0100,0,[Fe/H],0.26000,,,0,4.210000,0.030000,-0.030000,0,8.4000,0.9000,-0.9000,0,0.500560,0.086573,-0.119541,0,2.2000,,,0,,,,,06h20m14.40s,95.0599971,-10d43m30.29s,-10.7250799
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,2024,,,,,1.1800000000,0.1700000000,-0.1800000000,0,14.10000000,,,0,1.26000000,,,0,0.63000000,0.71000000,-0.34000000,0,Mass,0.393000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.170000,0.190000,-0.090000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h50m28.82s,267.6200833,-29d37m21.90s,-29.6227500
HD 175541 b,HD 175541,2007,298.43000000000,0.45000000000,-0.45000000000,0,0.9750000000,0.0870000000,-0.0870000000,0,14.10000000,,,0,1.26000000,,,0,0.59800000,0.02900000,-0.02900000,0,Msini,0.373000,,,0,0.110000,0.049000,-0.049000,0,,,,,,,,,,,,,G8 IV,5013.00,,,0,4.190000,,,0,1.390000,,,0,-0.0700,0.0400,-0.0400,0,[Fe/H],0.93400,0.01500,-0.01500,0,3.330000,,,0,1.9000,1.0000,-1.0000,0,,,,,2.9000,0.5000,-0.5000,0,,,,,18h55m40.88s,283.9203211,+04d15m53.76s,4.2649344
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,2018,,,,,0.9500000000,0.1700000000,-0.2000000000,0,14.10000000,,,0,1.26000000,,,0,0.62000000,1.16000000,-0.33000000,0,Mass,0.392000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.150000,0.280000,-0.080000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h54m58.13s,268.7422180,-29d45m01.67s,-29.7504635
HD 45364 c,HD 45364,2008,345.43000000000,0.54000000000,-0.57000000000,0,0.9020000000,0.0010000000,-0.0010000000,0,14.20000000,,,0,1.26000000,,,0,0.54900000,0.00750000,-0.00740000,0,Msini,0.335000,,,0,0.019000,0.011000,-0.010000,0,,,,,,,,,,,,,K0 V,5466.00,59.00,-32.00,0,0.890000,0.010000,-0.020000,0,0.820000,0.050000,-0.050000,0,-0.1700,0.0100,-0.0100,0,[Fe/H],-0.19586,0.00136,-0.00137,0,4.380000,0.030000,-0.030000,0,,,,,1.836412,0.505347,-0.438072,0,1.0000,,,0,32.00000,,,0,06h25m38.54s,96.4105736,-31d28m51.61s,-31.4810037
HD 79181 b,HD 79181,2021,273.10000000000,1.30000000000,-0.40000000000,0,0.9000000000,0.0700000000,-0.0800000000,0,14.10000000,,,0,1.26000000,,,0,0.64000000,0.06000000,-0.16000000,0,Msini,0.399000,,,0,0.259000,0.067000,-0.206000,0,,,,,,,,,,,,,G8 III,4862.00,,,0,11.060000,0.440000,-0.430000,0,1.280000,0.320000,-0.280000,0,-0.2800,0.0800,-0.0900,0,[Fe/H],1.78965,0.04471,-0.04583,0,2.450000,0.090000,-0.070000,0,,,,,,,,,1.8400,,,0,,,,,09h11m58.67s,137.9944736,-19d44m50.76s,-19.7474341
HD 43197 b,HD 43197,2010,308.92072000000,2.34087000000,-2.83567000000,0,0.8820000000,0.0350000000,-0.0390000000,0,14.20000000,,,0,1.26000000,,,0,0.55300000,0.05200000,-0.04800000,0,Msini,0.337000,,,0,0.742000,0.017000,-0.018000,0,,,,,,,,,,,,,G8 V,5508.00,46.00,-46.00,0,1.000000,0.010000,-0.010000,0,0.960000,0.120000,-0.120000,0,0.4000,0.0400,-0.0400,0,[Fe/H],-0.13700,,,0,4.310000,0.080000,-0.080000,0,,,,,1.119633,0.303904,-0.168760,0,2.1800,1.0000,-1.0000,0,,,,,06h13m35.84s,93.3993231,-29d53m49.89s,-29.8971929
HD 161178 b,HD 161178,2021,279.30000000000,1.00000000000,-0.80000000000,0,0.8500000000,0.0500000000,-0.0700000000,0,14.10000000,,,0,1.26000000,,,0,0.57000000,0.02000000,-0.16000000,0,Msini,0.355000,,,0,0.044000,0.132000,-0.019000,0,,,,,,,,,,,,,G9 III,4786.00,,,0,10.950000,0.420000,-0.540000,0,1.060000,0.250000,-0.170000,0,-0.2100,0.0900,-0.0700,0,[Fe/H],1.75097,0.04352,-0.04323,0,2.380000,0.070000,-0.030000,0,,,,,,,,,1.7800,,,0,,,,,17h37m08.97s,264.2873565,+72d27m21.09s,72.4558590
HD 207832 b,HD 207832,2012,160.07000000000,0.23000000000,-0.23000000000,0,0.5860000000,0.0320000000,-0.0320000000,0,14.20000000,,,0,1.26000000,,,0,0.56000000,0.09100000,-0.09100000,0,Msini,0.342000,,,0,0.197000,0.053000,-0.053000,0,,,,,,,,,,,,,G5 V,5726.00,,,0,0.890000,0.050000,-0.050000,0,1.050000,0.170000,-0.170000,0,0.1400,,,0,[Fe/H],-0.11000,0.05000,-0.05000,0,4.480000,0.020000,-0.020000,0,1.3600,1.2600,-1.2600,0,1.524699,0.331408,-0.272180,0,3.0000,,,0,,,,,21h52m36.43s,328.1517893,-26d01m37.83s,-26.0271749
BD+42 2315 b,BD+42 2315,2023,123.05000000000,0.04000000000,-0.04000000000,0,0.5400000000,,,0,14.20000000,,,0,1.26000000,,,0,0.55000000,,,0,Msini,0.335000,,,0,0.730000,0.030000,-0.030000,0,,,,,,,,,,,,,,4500.00,250.00,-250.00,0,17.850000,10.010000,-10.010000,0,1.380000,0.300000,-0.300000,0,-0.2000,0.1100,-0.1100,0,[Fe/H],1.99000,0.26000,-0.26000,0,2.000000,0.500000,-0.500000,0,,,,,,,,,2.2000,0.5000,-0.5000,0,414.00000,,,0,12h30m21.30s,187.5887597,+41d16m10.44s,41.2695674
MOA-bin-29 b,MOA-bin-29,2019,,,,,0.4800000000,0.1200000000,-0.1000000000,0,14.10000000,,,0,1.26000000,,,0,0.60000000,1.20000000,-0.38000000,0,Mass,0.372000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.030000,0.070000,-0.020000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h57m30.23s,269.3759583,-29d44m11.63s,-29.7365639
