# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 31 19:34:59 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr < 10
# CONSTRAINT:  and pl_orbsmaxstr < 3
# CONSTRAINT:  and pl_radjstr > 1
# CONSTRAINT:  and pl_bmassjstr > 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Semi-Major Axis to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Semi-Major Axis to Stellar Radius Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN st_radverr1:    Systemic Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Systemic Radial Velocity Lower Unc. [km/s]
# COLUMN st_radvlim:     Systemic Radial Velocity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
WASP-10 b,WASP-10,3.09276160000,0.00001120000,-0.00001120000,0,0.0378100000,0.0006700000,-0.0004700000,0,1.08000000,0.02000000,-0.02000000,0,3.15000000,0.13000000,-0.11000000,0,Mass,4.140000,0.270000,-0.270000,0,0.047300,0.003400,-0.002900,0,1370.00,50.00,-50.00,0,11.650000,0.090000,-0.130000,0,K5 V,4675.00,100.00,-100.00,0,0.698000,0.012000,-0.012000,0,0.750000,0.040000,-0.028000,0,0.0300,0.2000,-0.2000,0,[M/H],-0.64029,0.00341,-0.00344,0,4.627000,0.010100,-0.009300,0,7.0000,6.0000,-3.0000,0,2.130000,0.350000,-0.280000,0,3.0000,3.0000,-3.0000,0,11.91000,0.05000,-0.05000,0,-11.44000,0.03000,,0,23h15m58.33s,348.9930457,+31d27m45.90s,31.4627508,140.99800000,0.75000000,-0.74200000
TIC 46432937 b,TIC 46432937,1.44044527000,0.00000008700,-0.00000008700,0,0.0206500000,0.0003500000,-0.0003500000,0,1.18800000,0.03000000,-0.03000000,0,3.20000000,0.11000000,-0.11000000,0,Mass,2.370000,0.150000,-0.150000,0,0.009000,,,1,872.00,14.00,-14.00,0,8.381000,0.056000,-0.056000,0,,3572.00,57.00,-57.00,0,0.529900,0.009100,-0.009100,0,0.563000,0.029000,-0.029000,0,0.3230,0.0810,-0.0810,0,[Fe/H],-1.38510,0.03151,-0.03397,0,4.740000,0.010000,-0.010000,0,7.4000,5.1000,-5.1000,0,5.340000,0.110000,-0.110000,0,,,,,,,,,,,,,05h35m28.56s,83.8689794,-14d35m49.89s,-14.5971909,90.53690000,0.20800000,-0.20700000
HIP 65 A b,HIP 65 A,0.98097340000,0.00000310000,-0.00000310000,0,0.0178200000,0.0002000000,-0.0002100000,0,2.03000000,0.61000000,-0.49000000,0,3.21300000,0.07800000,-0.07800000,0,Mass,0.480000,0.610000,-0.260000,0,0.000000,,,0,1411.00,15.00,-15.00,0,5.289000,0.051000,-0.045000,0,K4 V,4590.00,49.00,-49.00,0,0.724200,0.008100,-0.009100,0,0.781000,0.027000,-0.027000,0,0.1800,0.0800,-0.0800,0,[Fe/H],-0.67799,0.01565,-0.01774,0,4.611000,0.011000,-0.010000,0,4.1000,4.3000,-2.8000,0,2.898000,0.085000,-0.074000,0,2.5000,,,1,13.20000,1.90000,-1.40000,0,21.04070,0.22891,-0.22891,0,00h00m44.55s,0.1856063,-54d49m50.96s,-54.8308228,61.78560000,0.08060000,-0.08040000
HATS-36 b,HATS-36,4.17518600000,0.00003300000,-0.00003300000,0,0.0523000000,0.0006000000,-0.0006000000,0,1.15264520,0.03390133,-0.03390133,0,3.21600000,0.06200000,-0.06200000,0,Mass,2.120000,0.200000,-0.200000,0,0.105000,0.028000,-0.028000,0,1203.00,25.00,-24.00,0,10.320000,0.140000,-0.400000,0,G0 V,5950.00,83.00,-83.00,0,1.100000,0.030000,-0.030000,0,1.100000,0.040000,-0.040000,0,0.1500,0.0600,-0.0600,0,[Fe/H],0.21484,0.04283,-0.04753,0,4.400000,0.030000,-0.030000,0,0.6200,0.5500,-0.5500,0,1.190000,0.083000,-0.080000,0,4.9800,0.2900,-0.2900,0,,,,,-24.39200,31.00000,-31.00000,0,19h25m54.89s,291.4787013,-23d12m10.15s,-23.2028183,856.43600000,21.87400000,-20.82900000
Kepler-43 b,Kepler-43,3.02409490000,0.00000060000,-0.00000060000,0,0.0460000000,0.0026000000,-0.0025000000,0,1.21900000,0.06500000,-0.06400000,0,3.23000000,0.26000000,-0.26000000,0,Mass,5.000000,7.000000,-5.000000,0,0.017000,0.027000,-0.009000,0,1620.00,40.00,-40.00,0,6.975000,0.047000,-0.041000,0,F8 V,6041.00,143.00,-143.00,0,1.420000,0.070000,-0.070000,0,1.320000,0.090000,-0.090000,0,0.3300,0.1100,-0.1100,0,[Fe/H],0.32600,0.04300,-0.04800,0,4.260000,0.050000,-0.050000,0,0.6900,0.5400,-0.5400,0,0.490000,0.030000,-0.030000,0,4.9000,1.0000,-1.0000,0,12.95000,0.25000,-0.25000,0,-37.59100,0.00700,-0.00700,0,19h00m57.80s,285.2408288,+46d40m05.67s,46.6682411,1005.84000000,14.19000000,-14.19000000
HATS-16 b,HATS-16,2.68650200000,0.00001100000,-0.00001100000,0,0.0374400000,0.0004500000,-0.0004500000,0,1.30000000,0.15000000,-0.15000000,0,3.27000000,0.19000000,-0.19000000,0,Mass,1.860000,0.940000,-0.480000,0,0.000000,,,1,1592.00,61.00,-82.00,0,6.500000,0.700000,-0.430000,0,G3 V,5738.00,79.00,-79.00,0,1.238000,0.097000,-0.127000,0,0.970000,0.035000,-0.035000,0,-0.1000,0.0500,-0.0500,0,[Fe/H],0.17319,0.07723,-0.09401,0,4.239000,0.079000,-0.079000,0,9.5000,1.8000,-1.8000,0,0.720000,0.260000,-0.130000,0,6.1700,0.2200,-0.2200,0,12.35000,0.02400,-0.02400,0,31.59400,0.02300,-0.02300,0,23h54m14.12s,358.5588439,-30d00m46.94s,-30.0130385,757.04400000,13.73500000,-13.26200000
HAT-P-34 b,HAT-P-34,5.45265400000,0.00001600000,-0.00001600000,0,0.0677400000,0.0007400000,-0.0007600000,0,1.19700000,0.13000000,-0.09200000,0,3.33000000,0.21000000,-0.20000000,0,Mass,2.500000,0.750000,-0.600000,0,0.432000,0.029000,-0.027000,0,1520.00,60.00,-60.00,0,9.860000,0.110000,-0.200000,0,,6442.00,88.00,-88.00,0,1.530000,0.140000,-0.100000,0,1.392000,0.047000,-0.047000,0,0.2200,0.0400,-0.0400,0,,0.60030,0.02699,-0.02211,0,4.210000,0.060000,-0.060000,0,1.7000,0.4000,-0.5000,0,0.505000,0.097000,-0.119000,0,24.0000,0.5000,-0.5000,0,,,,,-49.26000,0.30000,,0,20h12m46.90s,303.1954355,+18d06m17.20s,18.1047776,249.32500000,2.80400000,-2.74400000
TOI-2992 b,TOI-2992,3.00781200000,0.00000190000,-0.00000190000,0,0.0434000000,0.0009000000,-0.0013000000,0,1.22700000,0.04500000,-0.04500000,0,3.33000000,0.39000000,-0.39000000,0,Mass,2.230000,0.400000,-0.350000,0,0.089000,,,1,1726.00,25.00,-24.00,0,6.030000,0.250000,-0.250000,0,,6000.00,100.00,-110.00,0,1.545000,0.046000,-0.047000,0,1.210000,0.070000,-0.100000,0,0.0840,0.0680,-0.0600,0,[Fe/H],0.44560,0.01829,-0.02400,0,4.139000,0.042000,-0.047000,0,4.6000,2.5000,-1.4000,0,0.457000,0.059000,-0.054000,0,,,,,,,,,,,,,10h57m15.98s,164.3165643,-32d19m20.78s,-32.3224375,542.02600000,13.26600000,-12.65800000
TOI-1107 b,TOI-1107,4.07823870000,0.00000240000,-0.00000250000,0,0.0561000000,0.0024000000,-0.0025000000,0,1.30000000,0.05000000,-0.05000000,0,3.35000000,0.18000000,-0.18000000,0,Mass,1.890000,0.230000,-0.220000,0,0.025000,0.023000,-0.016000,0,1728.00,27.00,-27.00,0,,,,,F6 V,6311.00,98.00,-98.00,0,1.810000,0.060000,-0.060000,0,1.350000,0.080000,-0.080000,0,-0.1000,0.0900,-0.0900,0,[Fe/H],0.67117,0.03810,-0.04176,0,4.050000,0.040000,-0.040000,0,2.6000,0.2000,-0.2000,0,0.337000,0.024000,-0.026000,0,12.3100,0.7900,-0.7900,0,6.20000,0.30000,-0.30000,0,,,,,10h22m25.89s,155.6078632,-82d13m07.93s,-82.2188693,281.31400000,2.03100000,-2.00300000
KELT-20 b,KELT-20,3.47410850000,0.00000190000,-0.00000190000,0,0.0542000000,0.0014000000,-0.0021000000,0,1.74100000,0.06900000,-0.07400000,0,3.38200000,,,1,Mass,0.806000,,,1,0.000000,,,0,2262.00,73.00,-73.00,0,7.420000,0.130000,-0.130000,0,A2 V,8720.00,250.00,-260.00,0,1.565000,0.057000,-0.064000,0,1.760000,0.140000,-0.190000,0,-0.2900,0.2200,-0.3600,0,[Fe/H],1.10380,0.06938,-0.07038,0,4.290000,0.017000,-0.020000,0,0.6000,,,1,0.641000,0.035000,-0.033000,0,117.4000,2.9000,-2.9000,0,,,,,-23.30000,0.30000,-0.30000,0,19h38m38.74s,294.6614126,+31d13m09.12s,31.2192001,136.42600000,0.81600000,-0.80700000
HATS-61 b,HATS-61,7.81795300000,0.00002400000,-0.00002400000,0,0.0790800000,0.0003300000,-0.0003300000,0,1.19500000,0.06700000,-0.06700000,0,3.40000000,0.14000000,-0.14000000,0,Mass,2.470000,0.440000,-0.440000,0,0.092000,,,1,1226.10,7.30,-7.30,0,10.230000,0.140000,-0.140000,0,,5542.00,21.00,-21.00,0,1.664000,0.024000,-0.024000,0,1.076000,0.014000,-0.014000,0,0.2470,0.0370,-0.0370,0,[Fe/H],0.36922,0.01154,-0.01185,0,4.028000,0.012000,-0.012000,0,8.9000,0.3100,-0.4100,0,0.330000,0.014000,-0.014000,0,3.5200,0.4200,-0.4200,0,,,,,54.07900,0.01400,-0.01400,0,04h06m37.87s,61.6578005,-25d20m58.80s,-25.3496674,679.76100000,8.73200000,-8.51800000
HAT-P-14 b,HAT-P-14,4.62767000000,0.00000500000,-0.00000500000,0,0.0596000000,0.0005000000,-0.0005000000,0,1.42000000,0.12000000,-0.12000000,0,3.44000000,0.63000000,-0.63000000,0,Mass,1.560000,0.230000,-0.230000,0,0.110000,0.010000,-0.010000,0,1624.00,32.00,-32.00,0,8.900000,0.360000,-0.360000,0,F5 V,6600.00,90.00,-90.00,0,1.820000,0.150000,-0.150000,0,2.650000,0.730000,-0.730000,0,0.1100,,,0,[Fe/H],0.64412,0.02296,-0.02036,0,4.250000,0.030000,-0.030000,0,1.6000,0.4000,-0.3000,0,0.620000,0.080000,-0.080000,0,8.1800,0.4900,-0.4900,0,,,,,-20.81000,0.28000,-0.28000,0,17h20m27.88s,260.1161719,+38d14m31.81s,38.2421682,222.66300000,1.25700000,-1.24400000
WASP-38 b,WASP-38,6.87188000000,0.00001000000,-0.00001000000,0,0.0752200000,0.0007400000,-0.0007500000,0,1.23000000,0.06000000,-0.06000000,0,3.44000000,0.36000000,-0.36000000,0,Mass,2.300000,0.100000,-0.100000,0,0.030000,0.000000,0.000000,0,1250.00,,,0,12.110000,0.270000,-0.270000,0,F8 V,6180.00,50.00,-50.00,0,1.520000,0.070000,-0.070000,0,1.760000,0.280000,-0.280000,0,-0.0200,,,0,[Fe/H],0.45294,0.00364,-0.00367,0,4.250000,0.010000,-0.010000,0,3.2900,0.4200,-0.5300,0,0.710000,0.050000,-0.050000,0,7.5000,0.1000,-0.2000,0,,,,,-9.05843,0.53070,-0.53070,0,16h15m50.33s,243.9597194,+10d01m56.68s,10.0324103,136.24000000,0.80700000,-0.79800000
CoRoT-18 b,CoRoT-18,1.90006930000,0.00000280000,-0.00000280000,0,0.0295000000,0.0016000000,-0.0016000000,0,1.31000000,0.18000000,-0.18000000,0,3.47000000,0.38000000,-0.38000000,0,Mass,2.200000,0.800000,-0.800000,0,0.080000,,,1,1550.00,90.00,-90.00,0,6.350000,0.400000,-0.400000,0,G9 V,5440.00,100.00,-100.00,0,1.000000,0.130000,-0.130000,0,0.950000,0.150000,-0.150000,0,-0.1000,0.1000,-0.1000,0,[Fe/H],-0.17000,0.06000,-0.06000,0,4.400000,0.100000,-0.100000,0,0.6000,0.0000,-0.6000,0,1.350000,0.250000,-0.250000,0,8.0000,1.0000,-1.0000,0,5.40000,0.40000,-0.40000,0,29.55000,0.01600,-0.01600,0,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.88900000,27.61400000,-25.78400000
CoRoT-2 b,CoRoT-2,1.74299350000,0.00000100000,-0.00000100000,0,0.0279800000,0.0007600000,-0.0008000000,0,1.46600000,0.04200000,-0.04400000,0,3.47000000,0.22000000,-0.22000000,0,Mass,1.470000,0.080000,-0.074000,0,0.014300,0.007700,-0.007600,0,1521.00,18.00,-18.00,0,6.700000,0.030000,-0.030000,0,,5625.00,120.00,-120.00,0,0.906000,0.026000,-0.027000,0,0.960000,0.080000,-0.080000,0,0.0400,0.0500,-0.0500,0,[Fe/H],-0.13055,0.05801,-0.11719,0,4.530000,0.016000,-0.016000,0,2.7000,3.2000,-2.7000,0,1.814000,0.049000,-0.046000,0,10.8700,0.3200,-0.3200,0,4.52200,0.02400,-0.02400,0,23.24500,0.01000,-0.01000,0,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.28300000,2.48500000,-2.43000000
HAT-P-69 b,HAT-P-69,4.78694910000,0.00000180000,-0.00000210000,0,0.0655500000,0.0007000000,-0.0003500000,0,1.67600000,0.05100000,-0.03300000,0,3.58000000,0.58000000,-0.58000000,0,Mass,1.020000,0.180000,-0.160000,0,0.000000,,,0,1930.00,80.00,-230.00,0,7.320000,0.160000,-0.180000,0,,7394.00,360.00,-600.00,0,1.926000,0.060000,-0.031000,0,1.648000,0.058000,-0.026000,0,-0.0690,0.0580,-0.0750,0,[Fe/H],1.00000,0.07188,-0.04096,0,4.110000,0.034000,-0.064000,0,1.2700,0.2800,-0.4400,0,0.364532,0.090375,-0.059421,0,77.4400,0.5500,-0.5700,0,,,,,0.78400,0.02400,-0.02400,0,08h42m01.35s,130.5056385,+03d42m38.04s,3.7105662,341.26300000,5.11600000,-4.96900000
TOI-2025 b,TOI-2025,8.87209820000,0.00000770000,-0.00000770000,0,0.0892000000,0.0018000000,-0.0023000000,0,1.06100000,0.03300000,-0.03100000,0,3.60000000,0.33000000,-0.33000000,0,Mass,3.740000,0.510000,-0.460000,0,0.394000,0.035000,-0.038000,0,1166.00,18.00,-16.00,0,13.120000,0.480000,-0.480000,0,,5977.00,79.00,-78.00,0,1.459000,0.043000,-0.042000,0,1.199000,0.074000,-0.092000,0,0.1500,0.1100,-0.1000,0,[Fe/H],0.38739,0.02085,-0.02003,0,4.187000,0.037000,-0.040000,0,4.5000,2.3000,-1.5000,0,0.542000,0.062000,-0.058000,0,6.0000,0.3000,-0.3000,0,13.20000,0.70000,-0.70000,1,,,,,18h51m10.86s,282.7952558,+82d14m43.49s,82.2454143,335.98500000,2.43400000,-2.40000000
NGTS-33 b,NGTS-33,2.82797200000,0.00000100000,-0.00000100000,0,0.0480000000,0.0020000000,-0.0020000000,0,1.64000000,0.07000000,-0.07000000,0,3.63000000,0.27000000,-0.27000000,0,Mass,0.190000,0.030000,-0.030000,0,0.000000,,,0,1991.00,21.00,-21.00,0,6.990000,0.070000,-0.070000,0,,7437.00,72.00,-72.00,0,1.470000,0.060000,-0.060000,0,1.600000,0.110000,-0.110000,0,-0.1100,0.1700,-0.1700,0,[Fe/H],0.77159,0.03797,-0.04161,0,4.260000,0.280000,-0.280000,0,0.0300,0.0200,-0.0200,0,0.810000,0.020000,-0.020000,0,,,,,0.66540,0.00060,-0.00060,0,18.90000,0.07000,-0.01000,0,07h11m20.00s,107.8333348,-35d51m01.87s,-35.8505185,437.85500000,4.37100000,-4.28600000
WASP-173 A b,WASP-173 A,1.38665318000,0.00000027000,-0.00000027000,0,0.0248000000,0.0006000000,-0.0006000000,0,1.20000000,0.06000000,-0.06000000,0,3.69000000,0.18000000,-0.18000000,0,Mass,2.840000,0.370000,-0.370000,0,0.000000,,,0,1880.00,55.00,-55.00,0,4.780000,0.170000,-0.170000,0,G3,5800.00,140.00,-140.00,0,1.110000,0.050000,-0.050000,0,1.050000,0.080000,-0.080000,0,0.1600,0.1400,-0.1400,0,,0.08279,0.06023,-0.04536,0,4.370000,0.030000,-0.030000,0,6.7800,2.9300,-2.9300,0,1.100000,0.100000,-0.100000,0,6.1000,0.3000,-0.3000,0,8.40000,1.10000,-1.10000,0,-7.85800,0.00400,-0.00400,0,23h36m40.49s,354.1686959,-34d36m40.70s,-34.6113042,232.98000000,1.79000000,-1.76300000
MASCARA-1 b,MASCARA-1,2.14877381000,0.00000088000,-0.00000087000,0,0.0403520000,0.0000460000,-0.0000490000,0,1.59700000,0.01800000,-0.01900000,0,3.70000000,0.90000000,-0.90000000,0,Mass,1.500000,0.900000,-0.900000,0,0.000340,0.000340,-0.000230,0,2594.30,1.60,-1.50,0,4.167600,0.004700,-0.005100,0,A8,7490.00,150.00,-150.00,0,2.082000,0.022000,-0.024000,0,1.900000,0.063000,-0.068000,0,0.1500,0.1500,-0.1500,0,[Fe/H],1.08279,0.03449,-0.03746,0,4.105000,0.075988,-0.075988,0,0.8000,0.2000,-0.2000,0,0.296627,0.002679,-0.002397,0,101.7000,3.5000,-4.2000,0,0.85300,0.01700,-0.01600,0,,,,,21h10m12.37s,317.5515264,+10d44m20.03s,10.7388967,182.27300000,1.96300000,-1.92200000
TOI-5301 b,TOI-5301,5.85885800000,0.00001600000,-0.00001600000,0,0.0730000000,0.0011000000,-0.0011000000,0,1.16800000,0.07600000,-0.07000000,0,3.72000000,0.37000000,-0.37000000,0,Mass,2.880000,0.670000,-0.540000,0,0.330000,0.110000,-0.100000,0,1648.00,34.00,-31.00,0,7.200000,0.380000,-0.340000,0,,6240.00,160.00,-160.00,0,2.190000,0.120000,-0.110000,0,1.483000,0.081000,-0.140000,0,0.0300,0.1300,-0.1100,0,[Fe/H],0.81624,0.03502,-0.03449,0,3.926000,0.052000,-0.061000,0,2.4300,1.1000,-0.4700,0,0.197000,0.036000,-0.032000,0,11.8000,0.1900,-0.1900,0,,,,,,,,,00h51m57.79s,12.9908008,+13d04m42.14s,13.0783712,629.16100000,20.62600000,-19.37800000
TOI-3919 b,TOI-3919,7.43323400000,0.00001400000,-0.00001400000,0,0.0795000000,0.0014000000,-0.0016000000,0,1.09900000,0.05200000,-0.05000000,0,3.88000000,0.23000000,-0.23000000,0,Mass,3.630000,0.600000,-0.530000,0,0.259000,0.033000,-0.036000,0,1198.00,15.00,-14.00,0,12.950000,0.560000,-0.560000,0,,6100.00,110.00,-110.00,0,1.319000,0.052000,-0.048000,0,1.208000,0.067000,-0.070000,0,0.1750,0.0960,-0.0940,0,[Fe/H],0.33606,0.01554,-0.01571,0,4.279000,0.042000,-0.044000,0,3.1000,1.9000,-1.7000,0,0.742000,0.100000,-0.093000,0,7.7300,0.0900,-0.0900,0,,,,,,,,,13h55m46.74s,208.9447534,+40d23m30.50s,40.3918061,604.59100000,9.02300000,-8.76700000
HIP 14810 b,HIP 14810,6.67389200000,0.00000800000,-0.00000800000,0,0.0696000000,0.0044000000,-0.0044000000,0,1.16000000,,,0,3.90000000,0.49000000,-0.49000000,0,Msini,3.100000,,,0,0.143990,0.000870,-0.000870,0,,,,,,,,,G5,5544.00,,,0,1.070000,0.080000,-0.080000,0,1.010000,0.190000,-0.190000,0,0.2400,,,0,[Fe/H],-0.01000,0.06000,-0.06000,0,4.320000,0.010000,-0.010000,0,5.8400,2.4200,-2.4200,0,1.277783,0.270560,-0.243550,0,0.5400,0.5000,-0.5000,0,,,,,-4.75345,0.16208,-0.16208,0,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.48000000,0.11560000,-0.11510000
KELT-21 b,KELT-21,3.61276470000,0.00000330000,-0.00000330000,0,0.0522400000,0.0003500000,-0.0003400000,0,1.58600000,0.03900000,-0.04000000,0,3.91000000,,,1,Mass,1.240000,,,1,0.000000,,,0,2051.00,29.00,-30.00,0,6.860000,0.130000,-0.120000,0,A8 V,7598.00,81.00,-84.00,0,1.638000,0.034000,-0.034000,0,1.458000,0.029000,-0.028000,0,-0.4050,0.0320,-0.0330,0,[Fe/H],0.90472,0.02827,-0.02965,0,4.173000,0.015000,-0.014000,0,1.6000,0.1000,-0.1000,0,0.468000,0.026000,-0.024000,0,146.0300,0.4800,-0.4800,0,,,,,-13.00000,1.00000,-1.00000,0,20h19m12.01s,304.8000322,+32d34m51.76s,32.5810446,470.87800000,6.47100000,-6.30000000
